timestamp,open,high,low,close,volume
1578189600000,7459.91,7482.87,7432.79,7443.79,2038.01579
1578193200000,7443.92,7478.0,7439.33,7475.99,1446.222876
1578196800000,7476.0,7495.0,7444.0,7457.14,1859.909467
1578200400000,7457.18,7470.0,7444.0,7459.12,952.444318
1578204000000,7458.51,7481.25,7437.4,7457.5,1166.464289
1578207600000,7457.83,7470.36,7442.0,7463.63,888.087854
1578211200000,7463.64,7472.0,7410.0,7430.05,1595.878334
1578214800000,7430.0,7436.84,7400.0,7427.74,2072.537095
1578218400000,7427.7,7432.28,7403.21,7415.12,995.14421
1578222000000,7415.1,7440.0,7410.0,7422.33,1001.517619
1578225600000,7422.27,7460.46,7421.93,7457.01,1079.561263
1578229200000,7457.79,7458.0,7415.0,7431.15,1337.571084
1578232800000,7431.16,7444.73,7425.0,7431.82,831.78756
1578236400000,7431.71,7476.31,7430.99,7468.42,1839.988518
1578240000000,7467.91,7484.0,7450.0,7461.38,1764.362509
1578243600000,7461.26,7470.76,7445.15,7464.65,904.275876
1578247200000,7464.62,7468.87,7421.77,7438.72,1226.760244
1578250800000,7439.02,7449.69,7427.1,7444.14,952.37598
1578254400000,7444.71,7445.0,7426.0,7431.6,687.771423
1578258000000,7431.01,7431.53,7361.01,7368.52,2225.194358
1578261600000,7367.62,7385.65,7318.0,7355.73,2249.586037
1578265200000,7355.73,7363.35,7321.0,7358.75,1388.41772
1578268800000,7357.64,7384.72,7346.76,7378.75,1358.867787
1578272400000,7378.97,7426.82,7368.55,7423.5,1630.227541
1578276000000,7423.06,7562.0,7421.64,7551.44,5819.256972
1578279600000,7551.47,7580.0,7486.85,7540.9,4769.906356
1578283200000,7540.9,7554.61,7516.06,7529.52,1554.582461
1578286800000,7529.52,7541.55,7496.0,7532.85,1472.91993
1578290400000,7532.85,7537.53,7510.99,7520.0,873.32937
1578294000000,7520.0,7527.27,7505.57,7507.91,921.886394
1578297600000,7508.18,7551.68,7507.39,7547.55,1690.857798
1578301200000,7547.88,7553.0,7516.51,7550.78,2074.105876
1578304800000,7550.84,7576.68,7535.64,7561.22,1912.728693
1578308400000,7561.27,7582.27,7526.88,7544.72,2149.635226
1578312000000,7544.72,7566.24,7535.0,7557.42,1484.613594
1578315600000,7557.77,7622.0,7465.44,7528.64,3698.140842
1578319200000,7528.59,7558.45,7505.02,7547.93,2383.745611
1578322800000,7548.1,7553.28,7516.34,7519.99,1644.393877
1578326400000,7519.05,7546.08,7509.43,7529.24,1626.355417
1578330000000,7529.01,7561.0,7526.91,7558.48,1102.998522
1578333600000,7558.78,7560.0,7525.96,7533.0,910.967306
1578337200000,7532.5,7551.71,7524.0,7539.9,863.252634
1578340800000,7539.74,7557.99,7534.9,7551.25,978.342912
1578344400000,7551.24,7608.0,7547.56,7578.42,2101.577667
1578348000000,7578.42,7752.0,7574.39,7712.63,6546.730323
1578351600000,7712.58,7795.34,7690.7,7758.0,5066.272207
1578355200000,7758.9,8000.0,7758.29,7888.42,12714.830706
1578358800000,7889.64,7919.99,7866.01,7905.67,3784.606696
1578362400000,7905.67,7940.0,7892.32,7896.2,2658.470846
1578366000000,7896.08,7916.94,7885.75,7894.9,1811.52833
1578369600000,7894.71,7905.5,7821.0,7840.83,3265.389556
1578373200000,7839.75,7882.56,7826.63,7869.33,1749.120728
1578376800000,7869.29,7876.0,7851.26,7872.91,1034.371143
1578380400000,7873.05,7896.72,7857.53,7883.37,1730.807736
1578384000000,7883.11,7904.72,7868.0,7883.97,2060.945511
1578387600000,7884.32,7886.17,7855.0,7856.26,1266.181976
1578391200000,7856.26,7889.78,7856.15,7889.24,1164.566425
1578394800000,7888.12,7965.0,7881.69,7895.14,4207.107584
1578398400000,7895.13,7915.77,7840.0,7869.05,3167.803362
1578402000000,7869.02,7869.03,7810.73,7847.99,2935.85674
1578405600000,7847.99,7884.59,7837.26,7838.8,2419.777007
1578409200000,7841.16,7847.99,7740.29,7764.59,5292.202151
1578412800000,7764.04,7940.12,7723.71,7912.18,6410.882075
1578416400000,7912.18,7952.05,7878.01,7938.33,3293.006137
1578420000000,7937.88,8137.0,7919.22,8037.69,9327.807487
1578423600000,8038.54,8111.45,8032.39,8073.69,4283.208684
1578427200000,8073.69,8175.01,8041.28,8162.66,4404.727667
1578430800000,8162.57,8188.0,7975.74,8016.44,5116.55768
1578434400000,8016.43,8067.06,7945.72,8049.55,3088.53339
1578438000000,8049.83,8207.68,8020.7,8145.28,3983.395044
1578441600000,8145.92,8455.0,8142.0,8431.82,12579.628057
1578445200000,8430.53,8448.14,8328.89,8370.92,8384.945558
1578448800000,8370.93,8422.0,8256.74,8278.59,4558.246276
1578452400000,8278.07,8344.0,8244.93,8300.34,4359.947687
1578456000000,8300.34,8355.87,8288.0,8344.63,2575.222396
1578459600000,8343.92,8377.0,8307.85,8334.77,2664.277869
1578463200000,8334.76,8367.61,8319.0,8339.13,1731.943454
1578466800000,8339.14,8347.99,8277.21,8297.26,2788.142801
1578470400000,8297.27,8329.09,8264.86,8312.04,2508.727051
1578474000000,8312.05,8321.83,8276.0,8297.21,2091.834391
1578477600000,8296.98,8359.0,8284.19,8326.98,2380.674785
1578481200000,8327.06,8370.0,8325.03,8332.47,2034.529797
1578484800000,8332.2,8347.33,8276.0,8286.16,2426.854154
1578488400000,8285.92,8418.61,8215.2,8384.99,7456.82961
1578492000000,8384.99,8385.0,8184.0,8310.98,6554.98078
1578495600000,8310.98,8359.0,8237.36,8305.97,3993.008669
1578499200000,8306.09,8335.79,8050.0,8115.0,12758.450281
1578502800000,8115.0,8123.98,8010.0,8077.68,7266.047229
1578506400000,8077.68,8094.93,8035.01,8053.7,2950.762774
1578510000000,8053.7,8069.73,7963.05,7963.35,3758.461889
1578513600000,7963.56,8060.86,7870.0,8046.03,8887.842817
1578517200000,8046.42,8048.66,7957.55,8016.06,3140.073055
1578520800000,8017.36,8080.0,7988.58,8076.13,2119.902017
1578524400000,8076.13,8125.57,8023.55,8055.98,2651.309243
1578528000000,8054.72,8055.96,7928.0,7956.55,3517.43095
1578531600000,7956.88,8037.37,7950.0,8004.8,2413.123473
1578535200000,8004.05,8026.01,7980.0,7982.75,1579.537464
1578538800000,7983.09,7993.46,7935.56,7954.72,2480.168472
1578542400000,7954.96,7978.31,7928.0,7966.85,2053.928386
1578546000000,7966.75,7966.75,7925.68,7941.83,1404.270001
1578549600000,7941.99,7951.68,7896.0,7908.48,2068.18413
1578553200000,7908.71,7976.67,7903.4,7949.84,2449.538328
1578556800000,7949.57,7955.83,7909.3,7933.1,1641.494387
1578560400000,7932.51,7932.94,7864.24,7872.35,3408.741356
1578564000000,7872.36,7934.78,7852.01,7896.38,2923.998132
1578567600000,7895.56,7901.99,7855.0,7878.56,1911.857856
1578571200000,7878.02,7917.68,7871.0,7900.91,2162.941372
1578574800000,7901.49,7945.0,7891.43,7897.52,2859.442366
1578578400000,7897.54,7919.59,7875.55,7885.5,1887.759463
1578582000000,7885.5,7930.0,7882.75,7907.05,1555.442519
1578585600000,7907.05,7920.01,7805.01,7818.15,4386.286631
1578589200000,7818.15,7846.0,7778.0,7798.6,3990.175129
1578592800000,7798.23,7832.13,7788.68,7810.64,1529.030453
1578596400000,7810.68,7957.48,7810.3,7917.54,3465.438657
1578600000000,7917.55,8000.0,7805.0,7818.3,6732.412789
1578603600000,7819.97,7854.14,7750.0,7789.96,4555.024481
1578607200000,7789.99,7873.12,7788.78,7811.31,1877.380286
1578610800000,7811.31,7835.0,7790.01,7817.76,1385.912749
1578614400000,7817.74,7854.06,7811.05,7820.01,1276.755793
1578618000000,7820.25,7841.57,7786.12,7804.99,1249.569649
1578621600000,7804.99,7825.0,7793.34,7803.68,1004.334531
1578625200000,7803.68,7825.0,7770.0,7818.02,1415.752784
1578628800000,7818.06,7819.84,7768.4,7795.3,1669.78936
1578632400000,7795.33,7797.95,7735.0,7748.86,2146.933344
1578636000000,7748.0,7786.13,7711.76,7748.64,2963.811973
1578639600000,7747.25,7757.38,7725.77,7752.98,1815.165345
1578643200000,7753.05,7754.36,7680.0,7706.53,4208.967256
1578646800000,7706.52,7750.0,7691.91,7716.47,2842.868735
1578650400000,7716.02,7788.0,7672.0,7771.87,3772.539304
1578654000000,7772.12,7854.44,7766.93,7841.69,5366.335557
1578657600000,7841.03,7899.98,7811.0,7893.98,4174.80608
1578661200000,7893.98,7944.0,7862.31,7870.4,4142.505896
1578664800000,7870.7,7982.85,7850.01,7978.65,4262.687889
1578668400000,7978.65,8086.85,7945.44,8066.6,7367.250672
1578672000000,8067.5,8140.11,7928.94,7952.65,8107.578673
1578675600000,7952.23,7979.0,7909.98,7966.3,3426.043673
1578679200000,7966.3,8113.53,7966.3,8022.16,6172.791013
1578682800000,8022.15,8122.0,7964.01,8059.49,5212.524366
1578686400000,8058.05,8100.0,8039.27,8073.16,2511.935531
1578690000000,8074.0,8135.21,8006.65,8049.99,2919.79654
1578693600000,8048.24,8101.86,7981.59,8090.13,1946.832887
1578697200000,8090.13,8199.0,8064.64,8197.02,2429.200597
1578700800000,8198.86,8200.0,8119.75,8168.92,2971.522168
1578704400000,8168.39,8253.26,8165.16,8204.86,3211.743194
1578708000000,8204.84,8217.41,8155.02,8206.19,2134.580068
1578711600000,8206.0,8207.81,8125.09,8158.49,1711.758967
1578715200000,8158.83,8179.94,8101.0,8117.82,1445.957883
1578718800000,8118.4,8118.4,8044.65,8083.41,2285.705846
1578722400000,8083.41,8128.98,8055.71,8124.99,1745.207418
1578726000000,8124.99,8150.0,8061.71,8074.18,1976.070507
1578729600000,8074.17,8096.87,8037.0,8052.96,2479.712213
1578733200000,8052.96,8129.97,8050.83,8114.22,1672.797787
1578736800000,8114.2,8117.03,8042.89,8054.03,1477.913509
1578740400000,8054.03,8074.26,8010.0,8045.95,2106.394416
1578744000000,8045.89,8068.0,8018.41,8061.95,1788.46524
1578747600000,8061.93,8102.56,8045.01,8090.02,1952.326847
1578751200000,8090.73,8135.0,8050.0,8053.75,2019.034562
1578754800000,8054.0,8106.65,8053.08,8099.73,1461.322326
1578758400000,8099.16,8180.7,8070.0,8169.46,3939.308813
1578762000000,8168.35,8221.55,8150.0,8160.56,3232.766889
1578765600000,8160.0,8189.0,8136.68,8169.14,1586.219348
1578769200000,8169.64,8179.96,8137.27,8151.78,1306.429898
1578772800000,8151.77,8189.49,8140.98,8161.81,1152.143371
1578776400000,8161.81,8286.34,8060.25,8105.0,4403.099606
1578780000000,8106.12,8139.69,8030.0,8082.57,3727.441848
1578783600000,8082.58,8082.58,8003.16,8020.01,3022.109943
1578787200000,8020.01,8080.0,7960.0,8060.89,4003.350255
1578790800000,8060.24,8089.97,8036.13,8065.53,1073.779611
1578794400000,8065.63,8108.0,8052.88,8095.0,1248.587062
1578798000000,8095.0,8110.92,8065.62,8091.33,963.637569
1578801600000,8090.7,8105.0,8071.2,8073.79,711.211749
1578805200000,8073.03,8110.92,8070.98,8106.05,997.127263
1578808800000,8105.96,8153.84,8080.01,8083.84,2509.947391
1578812400000,8083.43,8110.0,8080.45,8097.51,867.095068
1578816000000,8097.51,8144.72,8080.01,8140.59,1564.077267
1578819600000,8138.71,8164.08,8118.0,8137.5,1733.24415
1578823200000,8137.49,8140.87,8095.72,8122.12,1437.283282
1578826800000,8120.87,8130.5,8103.17,8114.08,867.374202
1578830400000,8114.08,8155.77,8113.11,8132.19,1826.516481
1578834000000,8132.19,8170.1,8122.09,8165.0,1509.356687
1578837600000,8165.08,8185.0,8127.79,8137.17,2027.452023
1578841200000,8137.64,8171.0,8137.28,8152.7,1232.987263
1578844800000,8152.63,8175.0,8100.0,8101.98,1921.573971
1578848400000,8101.02,8197.0,8072.0,8101.47,4321.62153
1578852000000,8101.47,8129.68,8085.0,8119.31,1596.985116
1578855600000,8119.91,8160.42,8119.32,8132.01,1572.61611
1578859200000,8131.4,8152.56,8128.58,8138.74,827.587843
1578862800000,8138.76,8145.98,8091.22,8102.32,700.412221
1578866400000,8102.21,8168.78,8100.44,8159.3,1229.957837
1578870000000,8159.91,8185.0,8134.51,8184.98,1387.712385
1578873600000,8184.97,8196.0,8142.11,8152.73,1532.148674
1578877200000,8152.72,8163.13,8138.0,8155.98,971.813322
1578880800000,8155.98,8159.52,8109.7,8113.12,1058.719264
1578884400000,8112.97,8124.9,8086.39,8105.77,1451.173665
1578888000000,8105.73,8126.31,8090.25,8118.33,1134.782721
1578891600000,8118.07,8118.07,8077.65,8096.23,1033.249253
1578895200000,8096.18,8115.0,8057.59,8063.11,1601.342481
1578898800000,8063.11,8094.05,8060.0,8075.26,1614.421591
1578902400000,8075.26,8134.6,8065.0,8129.99,1974.384978
1578906000000,8131.03,8132.5,8086.01,8113.69,1587.107884
1578909600000,8113.67,8129.0,8093.08,8125.69,1559.751981
1578913200000,8125.66,8131.56,8075.0,8075.01,1464.21659
1578916800000,8076.86,8096.11,8055.89,8092.85,1823.743811
1578920400000,8093.16,8114.48,8077.64,8086.78,1128.964651
1578924000000,8087.24,8096.76,8071.56,8090.0,1142.061198
1578927600000,8090.0,8103.18,8073.0,8084.89,926.615141
1578931200000,8085.07,8110.0,8071.12,8109.96,1139.351833
1578934800000,8109.38,8129.45,8090.5,8098.22,1443.251755
1578938400000,8098.21,8109.71,8088.0,8107.93,651.90114
1578942000000,8107.92,8121.84,8103.17,8111.83,918.780208
1578945600000,8111.83,8160.0,8104.93,8156.84,1627.39869
1578949200000,8155.79,8158.88,8119.66,8136.0,1160.64011
1578952800000,8136.0,8141.01,8101.0,8116.72,1439.749076
1578956400000,8116.72,8137.94,8101.76,8110.34,774.185666
1578960000000,8110.34,8315.0,8105.54,8270.0,5835.200149
1578963600000,8270.01,8488.11,8268.57,8431.83,10475.892229
1578967200000,8431.83,8434.33,8375.0,8431.14,4595.756428
1578970800000,8431.17,8473.18,8378.0,8461.84,3924.906191
1578974400000,8461.83,8573.0,8461.83,8524.0,7156.863684
1578978000000,8523.92,8543.29,8453.35,8477.37,3376.554427
1578981600000,8477.48,8513.32,8465.29,8509.54,2639.156577
1578985200000,8509.53,8542.43,8492.26,8509.99,2243.879875
1578988800000,8509.85,8535.91,8500.0,8511.79,1846.806965
1578992400000,8511.87,8561.0,8482.0,8504.73,3272.331924
1578996000000,8504.73,8530.0,8470.0,8518.12,3154.394321
1578999600000,8518.13,8530.0,8504.6,8526.87,1866.956644
1579003200000,8526.87,8625.37,8480.0,8499.99,7628.789194
1579006800000,8498.81,8588.88,8498.73,8587.4,3843.790009
1579010400000,8588.86,8740.0,8562.0,8690.0,10112.750221
1579014000000,8689.99,8760.0,8633.0,8675.48,6384.809176
1579017600000,8673.18,8696.17,8520.0,8677.05,10224.64019
1579021200000,8677.22,8811.82,8638.88,8773.35,9123.536982
1579024800000,8771.1,8850.0,8608.0,8769.35,9195.533952
1579028400000,8769.07,8772.8,8687.01,8767.56,2633.796186
1579032000000,8765.51,8766.93,8670.0,8688.19,2457.558858
1579035600000,8688.18,8761.49,8666.22,8734.93,1811.478869
1579039200000,8735.92,8789.79,8719.11,8735.87,1875.611412
1579042800000,8736.0,8880.0,8722.0,8810.01,4718.132279
1579046400000,8814.64,8900.0,8701.0,8772.86,8982.362583
1579050000000,8774.15,8803.81,8712.0,8777.99,4161.66072
1579053600000,8778.0,8835.0,8765.3,8813.83,1933.881737
1579057200000,8813.99,8817.98,8727.0,8727.61,2552.52965
1579060800000,8727.0,8741.75,8570.01,8597.51,6019.922886
1579064400000,8597.41,8666.91,8564.0,8612.29,2395.26064
1579068000000,8612.01,8693.72,8600.01,8680.58,1860.770664
1579071600000,8680.82,8687.96,8618.63,8627.13,2118.645407
1579075200000,8626.8,8675.11,8605.03,8638.36,1803.279596
1579078800000,8638.6,8782.6,8638.24,8755.04,2993.305999
1579082400000,8756.06,8808.55,8720.0,8798.94,3901.101763
1579086000000,8799.81,8810.0,8720.0,8730.0,2817.249268
1579089600000,8730.0,8796.0,8720.38,8764.66,2544.483935
1579093200000,8765.2,8916.48,8763.83,8889.96,5287.832127
1579096800000,8889.97,8903.02,8760.0,8856.17,6474.633404
1579100400000,8855.69,8865.76,8740.01,8762.74,4480.569782
1579104000000,8762.73,8820.0,8676.08,8778.68,4789.509828
1579107600000,8779.43,8804.89,8720.0,8797.0,2802.948741
1579111200000,8797.0,8798.19,8707.0,8746.85,2942.383049
1579114800000,8746.85,8785.0,8742.02,8761.57,1178.614767
1579118400000,8761.57,8842.1,8738.37,8814.21,3533.479699
1579122000000,8815.21,8860.0,8765.0,8830.73,4711.869741
1579125600000,8830.61,8869.32,8800.0,8860.01,2465.708487
1579129200000,8861.91,8876.4,8790.76,8821.41,2064.293133
1579132800000,8820.01,8859.81,8712.27,8761.02,3227.650513
1579136400000,8760.67,8771.95,8613.32,8664.43,4368.51839
1579140000000,8663.63,8697.79,8608.53,8650.0,2502.005309
1579143600000,8650.0,8659.0,8586.0,8640.01,2685.284463
1579147200000,8640.01,8730.0,8615.0,8651.77,1968.717487
1579150800000,8651.55,8727.85,8649.01,8700.55,1607.766467
1579154400000,8700.66,8727.24,8675.0,8721.22,1429.429826
1579158000000,8721.37,8723.27,8654.69,8680.0,2136.581795
1579161600000,8679.99,8715.0,8662.0,8675.44,2415.354251
1579165200000,8675.99,8685.87,8606.0,8645.41,2224.931796
1579168800000,8645.71,8662.76,8600.4,8658.0,2212.895888
1579172400000,8658.32,8725.0,8628.03,8724.91,2928.171544
1579176000000,8724.82,8789.0,8692.35,8720.0,3168.784806
1579179600000,8720.0,8727.0,8660.0,8695.29,2299.756958
1579183200000,8695.27,8702.52,8640.35,8686.18,1928.887312
1579186800000,8686.57,8725.0,8668.33,8710.02,1493.606668
1579190400000,8710.01,8720.82,8626.0,8660.19,2557.072437
1579194000000,8660.19,8719.11,8651.14,8678.13,1805.17951
1579197600000,8678.13,8704.0,8657.37,8684.19,1474.748288
1579201200000,8684.0,8718.0,8675.0,8705.0,1232.068523
1579204800000,8705.01,8750.0,8690.0,8744.0,1550.084023
1579208400000,8742.94,8757.0,8672.0,8691.15,2129.935623
1579212000000,8691.17,8743.21,8690.15,8720.38,1783.581937
1579215600000,8720.34,8748.0,8712.39,8720.01,860.06047
1579219200000,8720.15,8743.99,8672.44,8690.31,1988.852577
1579222800000,8690.25,8738.8,8677.01,8738.51,1156.787342
1579226400000,8738.8,8780.0,8718.16,8757.06,2083.041074
1579230000000,8757.29,8840.4,8751.05,8786.43,3103.062255
1579233600000,8786.43,8815.86,8760.0,8815.29,2088.680278
1579237200000,8815.27,8896.89,8791.06,8891.25,4726.039349
1579240800000,8891.25,8997.0,8835.75,8862.7,7987.080952
1579244400000,8862.7,8950.36,8843.01,8933.95,2782.157035
1579248000000,8935.54,8999.0,8899.26,8928.85,4796.9862
1579251600000,8927.71,8986.27,8924.3,8969.0,2514.231703
1579255200000,8969.36,9041.65,8880.5,8937.0,6163.066542
1579258800000,8937.0,8962.28,8890.97,8903.45,2483.889697
1579262400000,8903.53,8919.41,8765.0,8811.54,4987.553512
1579266000000,8808.17,8865.07,8800.0,8850.99,2011.840217
1579269600000,8851.0,8852.92,8769.42,8778.69,2562.24524
1579273200000,8778.69,8867.29,8774.0,8850.83,2041.345434
1579276800000,8851.39,8923.88,8837.97,8875.96,3259.996818
1579280400000,8875.96,8919.42,8855.81,8890.97,2119.03298
1579284000000,8890.04,8954.49,8882.59,8920.12,2285.881189
1579287600000,8920.5,8955.55,8813.0,8879.71,3260.055013
1579291200000,8879.63,8934.77,8861.66,8879.64,1950.817509
1579294800000,8879.74,8934.89,8874.82,8922.34,946.973024
1579298400000,8922.43,8959.0,8901.0,8939.59,1760.36577
1579302000000,8938.99,8961.6,8905.49,8913.28,1837.755667
1579305600000,8913.27,8987.9,8855.55,8978.96,2518.911083
1579309200000,8979.23,8988.88,8900.0,8941.33,2102.746038
1579312800000,8941.47,8947.63,8897.4,8921.21,1114.369929
1579316400000,8921.17,8948.57,8899.0,8925.99,1074.988253
1579320000000,8926.07,8926.95,8826.0,8843.82,2870.882522
1579323600000,8842.79,8872.3,8815.0,8845.19,2324.577285
1579327200000,8845.53,8876.48,8806.38,8864.72,1281.754597
1579330800000,8863.7,8879.97,8838.0,8843.63,850.138168
1579334400000,8843.63,8870.0,8818.0,8856.43,996.852767
1579338000000,8856.43,8900.91,8850.0,8876.68,1561.410073
1579341600000,8876.43,8919.0,8871.24,8887.09,1366.949165
1579345200000,8887.18,8890.0,8857.0,8879.79,1216.887833
1579348800000,8879.29,8922.27,8876.76,8909.18,1793.370567
1579352400000,8910.0,8949.0,8892.77,8919.97,2437.336404
1579356000000,8919.94,8964.0,8910.0,8922.59,2075.26826
1579359600000,8922.61,8950.0,8869.98,8903.26,2690.286178
1579363200000,8903.27,8935.17,8848.8,8883.26,2573.358549
1579366800000,8882.74,8914.44,8872.15,8904.96,1190.551314
1579370400000,8904.92,8909.96,8875.85,8886.79,1037.92196
1579374000000,8886.79,8916.98,8875.0,8907.93,888.01952
1579377600000,8907.79,8920.0,8889.0,8907.58,927.968541
1579381200000,8907.58,8929.31,8899.0,8920.27,745.413027
